ID,TARGET
2,0.015725813806057
5,0.0177478082478046
6,0.015725813806057
7,0.0867488756775856
9,0.015725813806057
11,0.0867488756775856
12,0.0267800968140364
15,0.101638592779636
16,0.0307073164731264
17,0.0307073164731264
19,0.015725813806057
21,0.0307073164731264
22,0.0300412569195032
24,0.015725813806057
27,0.0307073164731264
28,0.0351061746478081
30,0.013291041366756
33,0.015725813806057
35,0.013291041366756
37,0.0231486670672894
38,0.015725813806057
40,0.0867488756775856
41,0.0867488756775856
44,0.0241724140942097
46,0.0570498071610928
47,0.0267800968140364
48,0.015725813806057
50,0.0177478082478046
52,0.101638592779636
53,0.0867488756775856
55,0.0867488756775856
57,0.015725813806057
58,0.0242701005190611
59,0.0867488756775856
62,0.015725813806057
63,0.013291041366756
64,0.013291041366756
65,0.0177478082478046
67,0.013291041366756
69,0.0307073164731264
70,0.015725813806057
71,0.0141629427671432
72,0.0242701005190611
73,0.015725813806057
76,0.00422088569030166
78,0.00422088569030166
79,0.0365659408271313
81,0.0209608301520348
85,0.0177478082478046
86,0.015725813806057
89,0.013291041366756
94,0.0867488756775856
96,0.015725813806057
97,0.0242701005190611
98,0.013291041366756
99,0.0867488756775856
100,0.0867488756775856
103,0.0867488756775856
104,0.015725813806057
108,0.0307073164731264
110,0.0177478082478046
112,0.013291041366756
114,0.0867488756775856
116,0.0241724140942097
117,0.0136416526511312
119,0.0676369965076447
120,0.015725813806057
121,0.0122064016759396
123,0.0322605110704899
124,0.015725813806057
126,0.013291041366756
128,0.013291041366756
129,0.015725813806057
133,0.0242701005190611
138,0.015725813806057
147,0.0867488756775856
149,0.0878968089818954
158,0.015725813806057
160,0.015725813806057
164,0.0307073164731264
167,0.0550493746995926
168,0.0269362851977348
174,0.013291041366756
181,0.0267800968140364
185,0.0122064016759396
187,0.028879826888442
189,0.0242701005190611
190,0.0209608301520348
194,0.00422088569030166
197,0.0117364283651114
198,0.0867488756775856
201,0.013291041366756
205,0.0209608301520348
208,0.0307073164731264
