"ID","TARGET"
2,0.0468493774533272
5,0.0554507672786713
6,0.00128264434169978
7,0.0110080614686012
9,0.00185402540955693
11,0.242588236927986
12,0.044006209820509
15,0.180336326360703
16,0.0272710435092449
17,0.0192308854311705
19,0.0217018984258175
21,0.00268020038492978
22,0.0172543693333864
24,0.0104955220595002
27,0.00980487652122974
28,0.0206445269286633
30,0.142472118139267
33,0.00260245986282825
35,0.0136082135140896
37,0.024184238165617
38,0.0185836106538773
40,0.188180714845657
41,0.0282022282481194
44,0.0102285239845514
46,0.0632710531353951
47,0.00794822629541159
48,0.0029998472891748
50,0.00564942229539156
52,0.168995290994644
53,0.00831947568804026
55,0.0249425489455462
57,0.00152456283103675
58,0.00872558169066906
59,0.0135450949892402
62,0.0291203130036592
63,0.0102684665471315
64,0.0247643608599901
65,0.0127159608528018
67,0.0168379116803408
69,0.0513439998030663
70,0.00255434960126877
71,0.0166860967874527
72,0.00339807174168527
73,0.0017263243207708
76,0.00421697925776243
78,0.00224330765195191
79,0.0317550748586655
81,0.00200717430561781
85,0.0106006087735295
86,0.00268282881006598
89,0.0396221801638603
94,0.132010594010353
96,0.00272543611936271
97,0.0151179721578956
98,0.00221681990660727
99,0.0219035502523184
100,0.251562297344208
103,0.080957904458046
104,0.00586288096383214
108,0.00912437401711941
110,0.00274742092005908
112,0.0268419068306684
114,0.0347455628216267
116,0.0229503605514765
117,0.00754806259647012
119,0.00435798335820436
120,0.0031726285815239
121,0.00131710025016218
123,0.0168373100459576
124,0.0305211655795574
126,0.00140961725264788
128,0.011424832046032
129,0.084373265504837
133,0.0386373400688171
138,0.0218592491000891
147,0.027680728584528
149,0.0182707440108061
158,0.00249873800203204
160,0.00734303193166852
164,0.0331156700849533
167,0.0586348846554756
168,0.0177434533834457
174,0.00827382784336805
181,0.0215534716844559
185,0.0337224416434765
187,0.00261076330207288
189,0.0119163915514946
190,0.0600275993347168
194,0.00691208802163601
197,0.0235240384936333
198,0.0215241126716137
201,0.0320488251745701
205,0.00859211571514606
208,0.133714020252228
211,0.0131112542003393
216,0.0323984213173389
219,0.0556170456111431
223,0.00505362637341022
224,0.104167200624943
226,0.01467031147331
229,0.0109429052099586
230,0.016016848385334
237,0.0200706291943789
238,0.0217003747820854
240,0.0879949182271957
243,0.00253280811011791
245,0.135338053107262
246,0.226367965340614
247,0.00443320954218507
248,0.00903146248310804
249,0.00262188981287181
250,0.285742849111557
251,0.0013897642493248
255,0.0973747074604034
256,0.0194634795188904
257,0.0770153701305389
260,0.160697758197784
261,0.00216497504152358
263,0.209445312619209
264,0.15923036634922
267,0.00577664701268077
268,0.0161071512848139
272,0.00608348753303289
274,0.00655145943164825
275,0.00386668113060296
277,0.294293761253357
278,0.31079176068306
280,0.006228634621948
281,0.0234442166984081
282,0.0972121879458427
283,0.00922452751547098
284,0.0542928650975227
286,0.0163992866873741
290,0.0178869962692261
291,0.0293956361711025
293,0.032223753631115
295,0.0900194346904755
297,0.00133820751216263
298,0.073670007288456
300,0.00306600844487548
304,0.00356843811459839
305,0.00599939189851284
308,0.00318518793210387
309,0.0073672030121088
310,0.0048658330924809
312,0.0296087674796581
313,0.15387424826622
315,0.0104834362864494
317,0.023082435131073
318,0.0274232067167759
321,0.0102336956188083
323,0.0747456848621368
325,0.0093681626021862
326,0.0133392736315727
327,0.0190856121480465
328,0.0461093671619892
329,0.0190355684608221
330,0.00270357169210911
331,0.00939400121569633
334,0.0495847649872303
335,0.00751038920134306
336,0.0589271448552608
337,0.0028506291564554
338,0.0442903861403465
339,0.0148054603487253
341,0.151903763413429
343,0.00759400520473719
346,0.00219109165482223
348,0.0027299749199301
350,0.180581793189049
351,0.00203805067576468
352,0.016560398042202
357,0.0546999983489513
358,0.0104926703497767
360,0.00411796057596803
361,0.013697411864996
364,0.0162820667028427
365,0.0324822925031185
366,0.0174779463559389
367,0.00556457648053765
368,0.00529516208916903
370,0.00263329269364476
372,0.00177781947422773
376,0.00116278592031449
377,0.00323708169162273
379,0.0189948417246342
380,0.0106727313250303
381,0.0926826819777489
385,0.0110551314428449
386,0.0368167906999588
389,0.0570840984582901
391,0.0561149381101131
392,0.00369686051271856
393,0.0107024936005473
395,0.0186744872480631
396,0.0088032204657793
397,0.00118199666030705
398,0.0180169139057398
399,0.0420508868992329
400,0.0103857750073075
401,0.00830625649541616
403,0.00479746609926224
405,0.0282258540391922
406,0.0212399270385504
409,0.00811463594436646
411,0.0115551259368658
413,0.00263486243784428
418,0.00321421027183533
419,0.00904739461839199
422,0.016560398042202
424,0.252092331647873
425,0.0229094661772251
427,0.00272543611936271
430,0.00134319439530373
431,0.0148663381114602
434,0.0123159792274237
435,0.0289502665400505
437,0.0611349567770958
438,0.00100412883330137
439,0.113025039434433
442,0.00998686999082565
446,0.0160137377679348
450,0.0393478497862816
451,0.0111458264291286
452,0.00802083592861891
454,0.00129893259145319
455,0.00323345582000911
463,0.0138449501246214
464,0.0103374123573303
465,0.00364789110608399
467,0.148439586162567
468,0.0274184942245483
470,0.0103344852104783
472,0.311479389667511
473,0.0188372097909451
475,0.00411857292056084
476,0.00363503838889301
479,0.0166255161166191
481,0.0035780172329396
483,0.0325445979833603
484,0.00658271135762334
486,0.0329442583024502
487,0.002131178509444
491,0.0201726332306862
494,0.00956138595938683
495,0.00151195481885225
497,0.0199687350541353
498,0.00501452246680856
499,0.0110040800645947
503,0.027138976380229
504,0.0195295307785273
505,0.00508583383634686
506,0.00453890999779105
507,0.0170020386576653
508,0.0787352845072746
509,0.0304076410830021
510,0.00505121983587742
511,0.00942266080528498
512,0.0178159587085247
516,0.00188809144310653
518,0.0350770391523838
519,0.00506857084110379
520,0.00572097115218639
521,0.00326468469575047
522,0.00229769549332559
524,0.0930723324418068
525,0.00649624783545732
526,0.00225709122605622
528,0.0149074913933873
529,0.0193306617438793
531,0.077665239572525
532,0.247048363089561
534,0.151267290115356
536,0.0530908815562725
539,0.0913848578929901
540,0.0159434638917446
541,0.00208198465406895
542,0.106507539749146
545,0.0103248041123152
546,0.00261298683471978
552,0.0132887791842222
556,0.00133519025985152
557,0.00231030047871172
559,0.0105603449046612
562,0.0145751526579261
563,0.013361263088882
565,0.0351803414523602
569,0.002039396436885
570,0.083377480506897
574,0.0166363008320332
575,0.00886219460517168
585,0.00957028567790985
589,0.00677744066342711
590,0.0142502030357718
592,0.00978467520326376
593,0.0262942295521498
594,0.00717738503590226
595,0.00676469365134835
597,0.00225924956612289
601,0.00212218635715544
603,0.014390429481864
604,0.00131393224000931
605,0.0286953002214432
607,0.00268282881006598
608,0.017319917678833
610,0.023376202210784
612,0.0282023195177317
613,0.0554760619997978
615,0.00187563011422753
616,0.255257040262222
617,0.0290405098348856
619,0.0112303774803877
620,0.141459703445435
621,0.00412113778293133
624,0.0279550161212683
625,0.0073797320947051
628,0.00363486399874091
629,0.205766320228577
630,0.0322803780436516
632,0.025039853528142
634,0.00144692300818861
637,0.0130094401538372
638,0.0231956765055656
642,0.0190561320632696
643,0.00438218470662832
644,0.0750840753316879
646,0.00138302787672728
655,0.014932812191546
660,0.0212388169020414
664,0.0199408531188965
665,0.065228708088398
666,0.00239897333085537
670,0.0855892449617386
671,0.25892648100853
672,0.00680982088670135
675,0.00263544521294534
676,0.0443979054689407
677,0.0333133600652218
678,0.00333227636292577
680,0.00331985019147396
683,0.153752714395523
684,0.0133705697953701
685,0.036828950047493
691,0.0969368442893028
693,0.00136200163979083
696,0.00117661023978144
698,0.0042014317587018
699,0.0153170023113489
700,0.0187844298779964
703,0.00890858378261328
704,0.0199161637574434
705,0.00601482624188066
707,0.189789980649948
709,0.100445993244648
711,0.211713656783104
713,0.0135450949892402
716,0.0021325305569917
719,0.00301586696878076
721,0.00903206411749125
722,0.00477334391325712
723,0.0127783268690109
724,0.00292817107401788
727,0.0015117438742891
728,0.0119138266891241
729,0.00221300101839006
733,0.00984060112386942
736,0.0116320122033358
739,0.0383439809083939
742,0.244706407189369
743,0.0151599254459143
744,0.00273854332044721
745,0.241512551903725
